provincia,descripción,precio,caracteristicas
Girona,"Casa o chalet independiente en Topazi, Los Pinos-Politur, Castell-Platja d'Aro","590,000 €",5 hab. 287 m²
Girona,"Chalet adosado en paseo De La Mestrança, Centre, Blanes","675,000 €",3 hab. 156 m²
Girona,"Piso en Parc Aumell, s/n, Sant Antoni, Calonge","145,000 €",2 hab. 70 m² Planta 1ª exterior sin ascensor
Girona,"Casa o chalet independiente en Empuries, Moxó - Sant Mori, Empuriabrava","2,495,000 €",5 hab. 544 m²
Girona,"Casa o chalet independiente en Montbarbat, Maçanet de la Selva","350,000 €",6 hab. 267 m²
Girona,"Piso en calle del Nord, Barri Vell, Girona","725,000 €",5 hab. 185 m² Bajo exterior con ascensor
Girona,"Casa o chalet independiente en Rosinyol, Port Salvi - Puntabrava, Sant Feliu de Guíxols","842,000 €",4 hab. 489 m²
Girona,"Piso en calle de Mollet, Centre, Blanes","169,900 €",2 hab. 65 m² Planta 2ª exterior con ascensor
Girona,"Casa o chalet independiente en Canyelles, Lloret de Mar","530,000 €",7 hab. 260 m²
Girona,"Casa o chalet independiente en Serra Brava, Lloret de Mar","830,000 €",4 hab. 187 m²
Girona,"Piso en calle de Martí Jordi Frigola, Molí de Vent-La Sauleda-Santa Margarida, Palafrugell","156,000 €",3 hab. 88 m² Planta 1ª exterior sin ascensor
Girona,"Dúplex en riera, 4, Cavall Bernat-Cala Rovira, Castell-Platja d'Aro","340,000 €",3 hab. 127 m² Planta 2ª exterior con ascensor
Girona,"Piso en avenida de Fenals, Fenals, Lloret de Mar","157,000 €",1 hab. 64 m² Planta 1ª exterior con ascensor
Girona,"Masía en Afueras, Centre, Palafrugell","3,450,000 €",6 hab. 1.100 m²
Girona,"Piso en Vicenç Martorell, s/n, Vilartagues i Tueda de Dalt, Sant Feliu de Guíxols","233,000 €",2 hab. 94 m² Planta 1ª exterior con ascensor
Girona,"Dúplex en Lleida, 47, Platja Llarga, Castell-Platja d'Aro","840,000 €",3 hab. 130 m² Planta 2ª exterior con ascensor
Girona,"Casa o chalet independiente en calle Joncs, El Mas Trempat, Santa Cristina d'Aro","599,000 €",3 hab. 233 m²
Girona,"Casa o chalet independiente en Cova del Bisbe, Tamariu, Palafrugell","2,550,000 €",6 hab. 600 m²
Girona,"Casa o chalet independiente en Xaica, s/n, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","600,000 €",5 hab. 268 m²
Girona,"Finca rústica en Pedralta, Casa Nova - Sant Amanç - Pedralta, Sant Feliu de Guíxols","1,385,000 €",11 hab. 1.310 m²
Girona,"Piso en Rafael Piñol I Maimi, 7, Vilartagues i Tueda de Dalt, Sant Feliu de Guíxols","201,000 €",3 hab. 147 m² Planta 1ª exterior sin ascensor
Girona,"Chalet pareado en iris, s/n, Casa Nova - Sant Amanç - Pedralta, Sant Feliu de Guíxols","440,000 €",4 hab. 403 m²
Girona,"Casa o chalet independiente en calle Llançà, 9, Torre Valentina-Mas Vilar de La Mutxada-Treumal, Calonge","695,000 €",3 hab. 223 m²
Girona,"Piso en Algavira, 21, L'Eixample, Sant Feliu de Guíxols","205,000 €",3 hab. 100 m² Bajo exterior con ascensor
Girona,"Casa o chalet independiente en calle de la Perica, Tamariu, Palafrugell","6,000,000 €",5 hab. 530 m²
Girona,"Piso en camino de la Caleta, 88, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","235,000 €",2 hab. 60 m² Bajo exterior sin ascensor
Girona,"Casa o chalet independiente en palau, s/n, Peralada","950,000 €",3 hab. 178 m²
Girona,"Chalet adosado en travesía Sant Isidre, s/n, Centre, Sant Feliu de Guíxols","495,000 €",4 hab. 170 m²
Girona,"Casa o chalet independiente en Palau, Girona","1,750,000 €",5 hab. 408 m²
Girona,"Chalet en Palau, Girona","669,500 €",4 hab. 322 m²
Girona,"Casa o chalet independiente en Palau, Girona","1,350,000 €",4 hab. 416 m²
Girona,"Casa o chalet independiente en Montecarlo, Serra Brava, Lloret de Mar","499,000 €",5 hab. 286 m²
Girona,"Casa o chalet independiente en Sant Miquel d'Aro, 143, Urbanitzacions del nord, Santa Cristina d'Aro","340,000 €",6 hab. 222 m²
Girona,"Casa o chalet independiente en calle galicia, s/n, Santa Clotilde, Lloret de Mar","525,000 €",4 hab. 280 m²
Girona,"Casa o chalet independiente en Montseny, s/n, Golf Costa Brava - Bufaganyes, Santa Cristina d'Aro","360,000 €",3 hab. 170 m²
Girona,"Piso en Metges, L'Eixample, Sant Feliu de Guíxols","185,000 €",4 hab. 75 m² Bajo exterior sin ascensor
Girona,"Casa o chalet independiente en camp oliver, Les Teules - Mas Pla, Santa Cristina d'Aro","630,000 €",4 hab. 205 m²
Girona,"Casa o chalet independiente en Migdia Casernes, Girona","460,000 €",3 hab. 120 m²
Girona,"Piso en Camp d'Or, s/n, Montjuïc, Girona","320,000 €",3 hab. 81 m² Planta 1ª exterior con ascensor
Girona,"Chalet adosado en travesía Sant Isidre, s/n, Centre, Sant Feliu de Guíxols","495,000 €",4 hab. 170 m²
Girona,"Piso en calle Eduard Toldrà, Fenals, Castell-Platja d'Aro","349,000 €",3 hab. 133 m² con ascensor
Girona,"Casa o chalet independiente en calle Sant Jaume, Montgoda, Lloret de Mar","1,500,000 €",8 hab. 510 m²
Girona,"Chalet adosado en Centre, Sant Feliu de Guíxols","315,000 €",4 hab. 223 m²
Girona,"Casa o chalet independiente en cap de creus 500, s/n, Residencial Park, Maçanet de la Selva","210,000 €",6 hab. 200 m²
Girona,"Casa o chalet independiente en Cap Ras - Creus - Falconera, Empuriabrava","1,380,000 €",8 hab. 403 m²
Girona,"Chalet en S'Agaró, Castell-Platja d'Aro","1,480,000 €",4 hab. 260 m²
Girona,"Piso en Barri Vell, Girona","725,000 €",5 hab. 235 m² exterior con ascensor
Girona,"Chalet en calle Sant Josep, 9, Centre, Figueres","220,000 €",5 hab. 156 m²
Girona,"Dúplex en Carr. de Palamos, Fenals, Castell-Platja d'Aro","480,000 €",3 hab. 498 m² Planta 1ª exterior con ascensor
Girona,"Casa o chalet independiente en Montbarbat, Maçanet de la Selva","329,979 €",4 hab. 115 m²
Girona,"Piso en Salvador Maluquer, 20, Eixample, Girona","310,000 €",2 hab. 84 m² Planta 1ª exterior con ascensor
Girona,"Piso en Els Pins, Blanes","164,937 €",2 hab. 57 m² Planta 1ª exterior con ascensor
Girona,"Chalet en calle Vilobí d'Onyar, 10, Mas Altaba-El Molí, Maçanet de la Selva","170,000 €",4 hab. 100 m²
Girona,"Piso en calle del Sol, L'Eixample, Sant Feliu de Guíxols","190,000 €",3 hab. 86 m² Planta 2ª exterior con ascensor
Girona,"Casa o chalet independiente en Serra Brava, Lloret de Mar","490,000 €",6 hab. 194 m²
Girona,"Piso en verona terol, 20, Port d'Aro, Castell-Platja d'Aro","465,000 €",3 hab. 110 m² Bajo exterior con ascensor
Girona,"Chalet en Passatge dels Ocells, 6, Serra Brava, Lloret de Mar","255,000 €",3 hab. 120 m²
Girona,"Piso en Puix de Moli, 1, S'Agaró, Castell-Platja d'Aro","290,000 €",2 hab. 72 m² Planta 1ª exterior sin ascensor
Girona,"Casa o chalet independiente en Montecarlo, Serra Brava, Lloret de Mar","499,000 €",5 hab. 286 m²
Girona,"Casa o chalet independiente en camp oliver, Les Teules - Mas Pla, Santa Cristina d'Aro","630,000 €",4 hab. 205 m²
Girona,"Casa o chalet independiente en Palau, Girona","1,750,000 €",5 hab. 408 m²
Girona,"Casa o chalet independiente en calle galicia, s/n, Santa Clotilde, Lloret de Mar","525,000 €",4 hab. 280 m²
Girona,"Chalet en Palau, Girona","669,500 €",4 hab. 322 m²
Girona,"Casa o chalet independiente en Migdia Casernes, Girona","460,000 €",3 hab. 120 m²
Girona,"Casa o chalet independiente en Palau, Girona","1,350,000 €",4 hab. 416 m²
Girona,"Casa o chalet independiente en Montseny, s/n, Golf Costa Brava - Bufaganyes, Santa Cristina d'Aro","360,000 €",3 hab. 170 m²
Girona,"Piso en calle Remitger, 5, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","339,000 €",3 hab. 100 m² Planta 1ª exterior con ascensor
Girona,"Casa o chalet independiente en Sant Miquel d'Aro, 143, Urbanitzacions del nord, Santa Cristina d'Aro","340,000 €",6 hab. 222 m²
Girona,"Chalet adosado en travesía Sant Isidre, s/n, Centre, Sant Feliu de Guíxols","495,000 €",4 hab. 170 m²
Girona,"Piso en Metges, L'Eixample, Sant Feliu de Guíxols","185,000 €",4 hab. 75 m² Bajo exterior sin ascensor
Girona,"Chalet adosado en Centre, Sant Feliu de Guíxols","315,000 €",4 hab. 223 m²
Girona,"Casa o chalet independiente en calle Sant Jaume, Montgoda, Lloret de Mar","1,500,000 €",8 hab. 510 m²
Girona,"Casa o chalet independiente en cap de creus 500, s/n, Residencial Park, Maçanet de la Selva","210,000 €",6 hab. 200 m²
Girona,"Piso en calle Eduard Toldrà, Fenals, Castell-Platja d'Aro","349,000 €",3 hab. 133 m² con ascensor
Girona,"Casa o chalet independiente en Montbarbat, Maçanet de la Selva","329,979 €",4 hab. 115 m²
Girona,"Chalet en calle Sant Josep, 9, Centre, Figueres","220,000 €",5 hab. 156 m²
Girona,"Casa o chalet independiente en Cap Ras - Creus - Falconera, Empuriabrava","1,380,000 €",8 hab. 403 m²
Girona,"Piso en Salvador Maluquer, 20, Eixample, Girona","310,000 €",2 hab. 84 m² Planta 1ª exterior con ascensor
Girona,"Piso en Barri Vell, Girona","725,000 €",5 hab. 235 m² exterior con ascensor
Girona,"Dúplex en Carr. de Palamos, Fenals, Castell-Platja d'Aro","480,000 €",3 hab. 498 m² Planta 1ª exterior con ascensor
Girona,"Chalet en S'Agaró, Castell-Platja d'Aro","1,480,000 €",4 hab. 260 m²
Girona,"Piso en calle del Sol, L'Eixample, Sant Feliu de Guíxols","190,000 €",3 hab. 86 m² Planta 2ª exterior con ascensor
Girona,"Piso en Els Pins, Blanes","164,937 €",2 hab. 57 m² Planta 1ª exterior con ascensor
Girona,"Chalet en calle Vilobí d'Onyar, 10, Mas Altaba-El Molí, Maçanet de la Selva","170,000 €",4 hab. 100 m²
Girona,"Piso en calle de Pagès i Morató, Centre, Palafrugell","218,000 €",3 hab. 104 m² Planta 4ª exterior con ascensor
Girona,"Chalet en Passatge dels Ocells, 6, Serra Brava, Lloret de Mar","255,000 €",3 hab. 120 m²
Girona,"Piso en Lisboa, Els Grecs - Mas Oliva, Roses","109,000 €",1 hab. 46 m² Planta 2ª exterior sin ascensor
Girona,"Casa o chalet independiente en calle Mestre d'Aixa, 21, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","1,140,000 €",4 hab. 300 m²
Girona,"Piso en verona terol, 20, Port d'Aro, Castell-Platja d'Aro","465,000 €",3 hab. 110 m² Bajo exterior con ascensor
Girona,"Casa o chalet independiente en calle Mestre d'Aixa, 21, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","1,140,000 €",4 hab. 300 m²
Girona,"Piso en Lisboa, Els Grecs - Mas Oliva, Roses","109,000 €",1 hab. 46 m² Planta 2ª exterior sin ascensor
Girona,"Piso en Puix de Moli, 1, S'Agaró, Castell-Platja d'Aro","290,000 €",2 hab. 72 m² Planta 1ª exterior sin ascensor
Girona,"Piso en calle Port Joan, Santa Margarida, Roses","122,500 €",1 hab. 51 m² Planta 2ª exterior con ascensor
Girona,"Piso en sant maurici a, Sant Maurici, Empuriabrava","225,000 €",2 hab. 66 m² Planta 1ª exterior sin ascensor
Girona,"Chalet en Passatge dels Ocells, 6, Serra Brava, Lloret de Mar","255,000 €",3 hab. 120 m²
Girona,"Casa o chalet independiente en calle Mestre d'Aixa, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","1,625,000 €",5 hab. 689 m²
Girona,"Casa o chalet independiente en avenida De La Manxa, Mas Pere-Río de Oro, Calonge","276,450 €",3 hab. 131 m²
Girona,"Casa o chalet independiente en avenida de Pozo Alcón, Piverd-La Roella-Bruguerol, Palafrugell","380,000 €",3 hab. 185 m²
Girona,"Chalet adosado en castell d'aro, 50, Vilartagues i Tueda de Dalt, Sant Feliu de Guíxols","190,000 €",3 hab. 90 m²
Girona,"Dúplex en travesía Cavall Bernat, Cavall Bernat-Cala Rovira, Castell-Platja d'Aro","340,000 €",3 hab. 127 m² Planta 2ª exterior con ascensor
Girona,"Chalet en Nord, Roses","600,000 €",4 hab. 276 m²
Girona,"Casa o chalet independiente en Urbanitzacions, Blanes","599,000 €",7 hab. 449 m²
Girona,"Casa de pueblo en Mayor, Casco, Torroella de Montgrí","875,000 €",6 hab. 740 m²
Girona,"Masía en Afueras, Peralada","2,000,000 €",10 hab. 1.200 m²
Girona,"Piso en avenida de Verona Terol, Port d'Aro, Castell-Platja d'Aro","550,000 €",3 hab. 110 m² Planta 3ª exterior con ascensor
Girona,"Dúplex en calle de Pi i Margall, La Punxa-Bòbila Nova-Mas Mascort, Palafrugell","176,000 €",3 hab. 105 m² Planta 2ª exterior con ascensor
Girona,"Piso en avenida Mediterrània, Platja Llarga, Castell-Platja d'Aro","196,000 €",2 hab. 44 m² Planta 2ª exterior con ascensor
Girona,"Casa o chalet independiente en can semi, Can Semi-Mas Nou-Mas Ros, Castell-Platja d'Aro","735,000 €",3 hab. 180 m²
Girona,"Piso en avenida de Verona Terol, Port d'Aro, Castell-Platja d'Aro","450,000 €",3 hab. 90 m² Planta 3ª exterior con ascensor
Girona,"Ático en Juli Garreta, Centre, Sant Feliu de Guíxols","1,400,000 €",4 hab. 97 m² Planta 7ª exterior con ascensor
Girona,"Piso en Santa Clotilde, Lloret de Mar","330,000 €",3 hab. 109 m² Bajo exterior con ascensor
Girona,"Casa o chalet independiente en avenida Mont-Ras, Puig Ses Forques-Torre Colomina, Calonge","399,000 €",3 hab. 208 m²
Girona,"Casa o chalet independiente en Fenals, Lloret de Mar","650,000 €",7 hab. 375 m²
Girona,"Piso en Pubiatina, Fenals, Castell-Platja d'Aro","240,000 €",2 hab. 62 m² Planta 3ª exterior con ascensor
Girona,"Dúplex en Pubiatina, Cavall Bernat-Cala Rovira, Castell-Platja d'Aro","285,000 €",2 hab. 81 m² Planta 2ª exterior con ascensor
Girona,"Casa o chalet independiente en calle Gregal, El Molí - El Rieral, Lloret de Mar","1,000,000 €",8 hab. 670 m²
Girona,"Piso en calle dels Metges, L'Eixample, Sant Feliu de Guíxols","185,000 €",4 hab. 75 m² Bajo exterior sin ascensor
Girona,"Piso en calle Víctor Català, Fenals, Castell-Platja d'Aro","175,000 €",2 hab. 70 m² Planta 5ª exterior con ascensor
Girona,"Casa o chalet independiente en avenida De La Manxa, Mas Pere-Río de Oro, Calonge","276,450 €",3 hab. 131 m²
Girona,"Piso en avenida de Verona Terol, Port d'Aro, Castell-Platja d'Aro","450,000 €",3 hab. 90 m² Planta 3ª exterior con ascensor
Girona,"Dúplex en calle de Pi i Margall, La Punxa-Bòbila Nova-Mas Mascort, Palafrugell","176,000 €",3 hab. 105 m² Planta 2ª exterior con ascensor
Girona,"Casa o chalet independiente en Urbanitzacions, Blanes","599,000 €",7 hab. 449 m²
Girona,"Estudio en Muga - Gran Reserva - Badia, Empuriabrava","96,000 €",20 m² Planta 4ª exterior con ascensor
Girona,"Piso en calle Caterina Albert, Devesa, Girona","244,000 €",4 hab. 119 m² Planta 4ª exterior con ascensor
Girona,"Ático en rambla generalitat, Barri de Tueda, Sant Feliu de Guíxols","215,000 €",3 hab. 143 m² Planta 2ª exterior sin ascensor
Girona,"Dúplex en Lleida, Platja Llarga, Castell-Platja d'Aro","849,000 €",3 hab. 130 m² Planta 2ª exterior con ascensor
Girona,"Piso en Juli Garreta, Centre-Estanys, Castell-Platja d'Aro","205,000 €",2 hab. 50 m² Planta 2ª exterior con ascensor
Girona,"Casa o chalet independiente en calle de Cadí, Golf Costa Brava - Bufaganyes, Santa Cristina d'Aro","1,450,000 €",3 hab. 240 m²
Girona,"Casa o chalet independiente en Els Pavos, Blanes","695,000 €",4 hab. 344 m²
Girona,"Chalet adosado en calle Molla, Calonge Poble, Calonge","475,000 €",4 hab. 150 m²
Girona,"Chalet en calle Ter, Puig Ses Forques-Torre Colomina, Calonge","550,000 €",4 hab. 271 m²
Girona,"Casa o chalet independiente en Montseny, Golf Costa Brava - Bufaganyes, Santa Cristina d'Aro","360,000 €",3 hab. 170 m²
Girona,"Piso en Lluis Pericot, Migdia Casernes, Girona","295,000 €",4 hab. 103 m² Planta 4ª exterior con ascensor
Girona,"Casa o chalet independiente en avenida Gavarres,, Urbanitzacions del nord, Santa Cristina d'Aro","795,000 €",5 hab. 375 m²
Girona,"Chalet adosado en Josep Ametller i Viñas, Migdia Casernes, Girona","475,000 €",4 hab. 232 m²
Girona,"Casa o chalet independiente en Urbanitzacions, Lloret de Mar","286,000 €",4 hab. 135 m²
Girona,"Piso en calle Albera, 13, L'Eixample, Figueres","115,000 €",3 hab. 98 m² con ascensor
Girona,"Chalet en via Emporitana, 72, Poblenou - L'Oliva Gran, Figueres","250,000 €",4 hab. 85 m²
Girona,"Finca rústica en calle del Pont, s/n, Peralada","365,000 €",9 hab. 895 m²
Girona,"Casa o chalet independiente en Centre, Roses","550,000 €",4 hab. 331 m²
Girona,"Dúplex en calle de la Riera de Bugantó, Montilivi-Pericot, Girona","398,000 €",3 hab. 125 m² Planta 6ª exterior con ascensor
Girona,"Casa o chalet independiente en calle Grumet, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","650,000 €",5 hab. 241 m²
Girona,"Casa o chalet independiente en Galligans, Can Sabata - Mas Baell, Lloret de Mar","1,950,000 €",3 hab. 570 m²
Girona,"Piso en avenida d'Europa, Salins - Cavall de Mar, Empuriabrava","219,000 €",1 hab. 93 m²
Girona,"Piso en calle de la Roca Grossa, 4, Santa Margarida, Roses","155,000 €",1 hab. 58 m² Planta 4ª con ascensor
Girona,"Piso en calle de l'Argenteria, Barri Vell, Girona","735,000 €",4 hab. 235 m² Planta 1ª exterior con ascensor
Girona,"Chalet adosado en calle de Sant Bonaventura, L'Eixample, Sant Feliu de Guíxols","229,000 €",2 hab. 52 m²
Girona,"Piso en Fenals, Lloret de Mar","165,000 €",2 hab. 113 m² Planta 2ª exterior con ascensor
Girona,"Piso en calle de la Cort Reial, Barri Vell, Girona","725,000 €",5 hab. 235 m² Planta 3ª exterior con ascensor
Girona,"Casa o chalet independiente en calle Grumet, Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols","650,000 €",5 hab. 241 m²
Girona,"Casa o chalet independiente en Mas Pere-Río de Oro, Calonge","367,500 €",4 hab. 208 m²
Girona,"Piso en arquitecte gaudi, Centre, Roses","185,000 €",3 hab. 91 m² Planta 3ª exterior con ascensor
Girona,"Chalet en calle Domícia, Empúries, L'Escala","1,350,000 €",9 hab. 315 m²
Girona,"Casa o chalet independiente en Cerdanya, 9, S'Agaró, Castell-Platja d'Aro","1,150,000 €",3 hab. 205 m²
Girona,"Chalet adosado en calle de la Costa Brava, Els Pins, Blanes","265,000 €",4 hab. 92 m²
Girona,"Casa o chalet independiente en carretera Sant Amanç, Port Salvi - Puntabrava, Sant Feliu de Guíxols","1,850,000 €",6 hab. 429 m²
Girona,"Chalet en calle Espanya, Nord, Roses","570,000 €",5 hab. 219 m²
Girona,"Piso en avenida Amèrica, Fenals, Lloret de Mar","129,000 €",1 hab. 68 m² Planta 2ª con ascensor
Girona,"Piso en Migdia Casernes, Girona","172,500 €",2 hab. 67 m²
Girona,"Finca rústica en plaza Dies Feiners, Centre, Blanes","450,000 €",7 hab. 250 m²
Girona,"Casa o chalet independiente en calle de la Cala, Cala Sant Francesc - Santa Cristina, Blanes","1,250,000 €",5 hab. 475 m²
Girona,"Piso en paseo Mestrança, Centre, Blanes","315,000 €",2 hab. 78 m² interior con ascensor
Girona,"Chalet en calle Roca Vila, Can Semi-Mas Nou-Mas Ros, Castell-Platja d'Aro","1,250,000 €",5 hab. 400 m²
